,1. open,2. high,3. low,4. close,5. volume
2012-08-24,1.69,1.72,1.56,1.62,4228600.0
2012-08-17,1.6,1.77,1.52,1.68,7495600.0
2012-08-10,1.6,1.64,1.45,1.49,5514000.0
2012-08-03,1.83,1.83,1.52,1.57,6993800.0
2012-07-27,1.83,1.9,1.75,1.77,7381956.0
2012-07-20,1.68,2.3,1.61,1.89,36990300.0
2012-07-13,1.57,1.805,1.5301,1.61,9074900.0
2012-07-06,1.71,1.71,1.5,1.51,6024200.0
2012-06-29,1.6,1.92,1.54,1.65,16313400.0
2012-06-22,1.2,1.79,1.2,1.56,22185500.0
2012-06-15,1.31,1.33,1.17,1.2,5626800.0
2012-06-08,1.48,1.6,1.29,1.335,12187900.0
2012-06-01,1.32,1.4299,1.21,1.29,4571600.0
2012-05-25,1.44,1.4799,1.2,1.31,8363100.0
2012-05-18,1.26,1.63,1.04,1.49,14331300.0
2012-05-11,1.25,1.36,1.18,1.28,4083500.0
2012-05-04,1.23,1.43,1.2,1.23,6631100.0
2012-04-27,1.63,1.65,1.08,1.21,16780600.0
2012-04-20,1.76,1.808,1.56,1.62,5683400.0
2012-04-13,1.85,1.88,1.62,1.73,8947900.0
2012-04-05,2.2,2.24,1.54,1.9,19018700.0
2012-03-30,2.35,2.45,1.85,2.22,27892400.0
2012-03-23,1.63,3.54,1.54,2.26,76035900.0
2012-03-16,1.33,1.66,1.25,1.61,7013100.0
2012-03-09,1.56,1.71,1.17,1.32,12317600.0
2012-03-02,1.08,1.48,1.05,1.45,11594500.0
2012-02-24,1.09,1.13,1.01,1.07,2238700.0
2012-02-17,1.14,1.16,0.8525,1.03,4649100.0
2012-02-10,1.06,1.39,0.9776,1.09,12661700.0
2012-02-03,0.65,1.04,0.59,1.04,5702600.0
2012-01-27,0.74,0.74,0.6011,0.6469,1291400.0
2012-01-20,0.76,0.7701,0.67,0.69,1927200.0
2012-01-13,0.63,0.799,0.56,0.68,3467300.0
2012-01-06,0.47,0.58,0.43,0.574,1120000.0
2011-12-30,0.475,0.5,0.4,0.469,1124100.0
2011-12-23,0.42,0.53,0.36,0.47,2456500.0
2011-12-16,0.58,0.58,0.3803,0.39,2829700.0
