SlowK,SlowD,RSI,MACD_Signal,MACD,MACD_Hist,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
85.8064,82.663,68.2567,-0.05,0.1016,0.1515,6.0848,153.0976,0.0,100.0,6.4,6.95,6.4,6.89,122000.0,1
79.9232,77.353,62.0113,-0.0879,0.033,0.1209,5.9698,129.2652,10.0,100.0,6.308,6.76,6.07,6.47,782800.0,1
82.2594,72.224,59.2633,-0.1181,-0.0122,0.1059,5.8983,104.0589,20.0,90.0,6.22,6.5,5.73,6.31,167500.0,1
69.8763,59.4685,58.2439,-0.1446,-0.0534,0.0912,5.8395,169.3177,30.0,100.0,6.12,6.53,6.0,6.25,136700.0,1
64.5363,50.9133,57.7684,-0.1673,-0.0991,0.0682,5.7809,174.8485,40.0,100.0,5.61,6.38,5.53,6.22,102700.0,1
43.9929,48.1146,47.9978,-0.1844,-0.153,0.0314,5.7181,30.7243,50.0,60.0,5.78,5.9,5.39,5.6701,41800.0,1
44.2105,54.0714,50.6826,-0.1922,-0.1635,0.0287,5.725,34.0648,0.0,70.0,5.57,5.9,5.25,5.81,50000.0,1
56.1404,55.6809,43.343,-0.1994,-0.1888,0.0106,5.7129,-28.7698,0.0,80.0,5.6,5.73,5.41,5.45,61300.0,1
61.8633,50.5318,47.0165,-0.2021,-0.1817,0.0204,5.7504,80.35,10.0,90.0,6.03,6.04,5.45,5.66,97300.0,-1
49.0391,46.7941,57.1968,-0.2072,-0.1914,0.0158,5.7633,183.2599,20.0,100.0,5.5,6.17,5.43,6.15,78300.0,1
40.6932,57.1541,41.0089,-0.2111,-0.2509,-0.0398,5.7081,-21.1055,30.0,10.0,5.25,5.64,5.22,5.46,100100.0,1
50.6501,68.9969,36.9666,-0.2012,-0.2529,-0.0517,5.7435,-55.3097,40.0,0.0,5.54,5.55,5.29,5.33,78100.0,-1
80.119,76.4003,42.629,-0.1882,-0.2385,-0.0502,5.8026,4.4617,50.0,0.0,5.34,5.8,5.29,5.61,145700.0,-1
76.2217,66.926,40.5812,-0.1757,-0.2452,-0.0695,5.8301,-26.0141,60.0,10.0,5.57,5.72,5.35,5.54,143500.0,-1
72.86,52.0335,44.6824,-0.1583,-0.243,-0.0847,5.8716,-9.1816,70.0,20.0,5.6,5.76,5.37,5.74,290200.0,-1
51.6962,32.9701,40.9209,-0.1371,-0.2571,-0.12,5.8904,-16.4373,80.0,30.0,5.66,5.77,5.48,5.6,157600.0,1
31.5443,19.9835,40.9209,-0.1071,-0.2571,-0.15,5.9319,-72.2482,90.0,0.0,5.31,5.64,5.1,5.6,543100.0,1
15.6698,16.8762,34.4763,-0.0696,-0.2534,-0.1838,5.9793,-156.048,100.0,0.0,5.12,5.37,4.97,5.35,97400.0,1
12.7364,22.8516,26.0552,-0.0237,-0.2194,-0.1958,6.0692,-179.4471,100.0,0.0,5.61,5.61,5.05,5.06,358400.0,-1
22.2222,31.1646,33.7217,0.0253,-0.1434,-0.1687,6.2133,-76.0324,80.0,0.0,5.72,6.0,5.56,5.63,125500.0,-1
33.5962,34.8505,35.3647,0.0674,-0.1023,-0.1698,6.2967,-75.0536,90.0,0.0,5.77,5.89,5.69,5.73,53700.0,-1
37.6755,30.6771,36.1575,0.1099,-0.0586,-0.1684,6.3776,-77.8375,100.0,0.0,6.01,6.13,5.5,5.78,123400.0,-1
33.2798,22.6037,40.0345,0.152,-0.007,-0.1589,6.463,-52.0554,90.0,10.0,6.1,6.46,5.99,6.02,63000.0,-1
21.0761,18.1061,41.3651,0.1917,0.0345,-0.1572,6.5263,-86.079,100.0,20.0,5.75,6.16,5.51,6.1,197300.0,1
13.4551,20.1207,35.5845,0.231,0.0789,-0.1521,6.5871,-123.3395,100.0,30.0,5.9,6.06,5.55,5.86,287900.0,1
19.7871,30.8594,36.2547,0.269,0.1588,-0.1102,6.691,-132.4773,100.0,40.0,6.13,6.29,5.7,5.91,282000.0,-1
27.1199,44.5575,40.2074,0.2966,0.2534,-0.0432,6.8026,-106.0359,90.0,50.0,6.58,6.58,6.09,6.2,93800.0,-1
45.6712,62.8342,47.4289,0.3074,0.3409,0.0335,6.8887,-71.5812,100.0,60.0,7.14,7.14,5.94,6.65,455700.0,-1
60.8814,76.914,58.5819,0.299,0.4018,0.1028,6.9228,29.3881,0.0,70.0,7.33,7.49,6.93,7.18,467700.0,-1
81.95,87.8819,66.5548,0.2733,0.4198,0.1465,6.886,75.1554,0.0,80.0,7.6,7.6,7.24,7.48,180900.0,-1
87.9105,89.0514,71.5189,0.2367,0.406,0.1693,6.8012,104.5485,0.0,90.0,7.8,7.89,6.99,7.65,386700.0,-1
93.7852,85.5002,79.3525,0.1943,0.3652,0.1709,6.6799,176.8776,0.0,100.0,7.39,7.97,7.29,7.9,453200.0,1
85.4585,76.9683,75.3695,0.1516,0.2825,0.1308,6.5056,179.094,0.0,100.0,7.15,7.7,6.79,7.4899,156100.0,1
77.2569,74.1919,70.5003,0.1189,0.2144,0.0955,6.365,127.6596,10.0,100.0,6.63,7.12,6.39,7.1,214400.0,1
68.1896,76.9043,62.446,0.095,0.1642,0.0692,6.26,94.6809,20.0,80.0,6.37,6.74,6.32,6.63,197700.0,1
77.1291,81.1419,59.7075,0.0777,0.1455,0.0678,6.2072,71.8019,30.0,0.0,6.7,6.78,6.1,6.5,186900.0,-1
85.394,77.0559,62.5495,0.0608,0.1328,0.072,6.1653,91.5694,40.0,10.0,6.58,6.9,6.21,6.59,145200.0,1
80.9027,65.367,65.3491,0.0428,0.1055,0.0627,6.1047,66.1002,50.0,20.0,6.0,6.7,5.99,6.68,308900.0,1
64.8709,52.2725,51.439,0.0271,0.0599,0.0328,6.0225,-39.3042,60.0,30.0,6.0,6.15,5.96,6.04,129100.0,1
50.3275,41.2852,53.2424,0.0189,0.0661,0.0472,6.02,-46.2781,70.0,40.0,6.03,6.12,5.84,6.1,133100.0,-1
41.619,36.5901,53.2424,0.0071,0.0668,0.0597,6.0086,-40.1164,80.0,50.0,6.09,6.13,5.83,6.1,107300.0,-1
31.9089,37.9587,52.3401,-0.0079,0.0668,0.0747,5.9955,-59.3326,90.0,60.0,5.65,6.15,5.65,6.06,202800.0,1
36.2422,51.0063,47.5586,-0.0265,0.0699,0.0964,5.9863,-113.303,0.0,70.0,6.07,6.07,5.3,5.85,506300.0,-1
45.7249,65.0118,54.3334,-0.0506,0.0942,0.1449,6.0057,25.8997,0.0,80.0,6.6,6.69,5.9,6.14,746700.0,-1
71.0518,76.9367,62.6414,-0.0868,0.0944,0.1812,5.9866,88.8088,10.0,90.0,6.51,6.9,6.1,6.44,326500.0,-1
78.2586,74.2287,61.9431,-0.1322,0.0627,0.1948,5.9218,131.0358,20.0,100.0,6.8,7.05,6.37,6.4,400600.0,-1
81.4997,69.3854,69.5481,-0.1809,0.0253,0.2062,5.8535,136.9037,0.0,100.0,6.35,6.7,6.162,6.66,273800.0,1
62.9278,62.4117,63.3112,-0.2324,-0.0492,0.1832,5.7383,108.6394,0.0,80.0,6.3,6.35,6.05,6.26,347100.0,1
63.7286,65.2625,61.3522,-0.2782,-0.1028,0.1754,5.6637,95.4169,10.0,90.0,5.8,6.24,5.65,6.15,297100.0,1
60.5788,68.3414,51.8948,-0.322,-0.1586,0.1634,5.5943,98.0456,20.0,100.0,6.37,6.53,5.43,5.7,688700.0,-1
71.4803,74.3516,68.2658,-0.3629,-0.1817,0.1812,5.5792,184.5504,30.0,90.0,5.9,6.22,5.71,6.19,332900.0,-1
72.9651,77.1903,62.3804,-0.4082,-0.2583,0.1499,5.4919,254.7781,40.0,100.0,5.5,6.45,5.3,5.92,584700.0,1
78.6094,73.8778,49.3353,-0.4457,-0.325,0.1207,5.4307,128.4421,50.0,100.0,5.65,5.65,5.28,5.5035,101200.0,1
79.9963,63.2303,48.0308,-0.4759,-0.3629,0.113,5.4203,100.1074,60.0,100.0,5.35,5.55,5.12,5.47,116400.0,1
63.0278,45.5814,44.9863,-0.5041,-0.4026,0.1015,5.4132,102.4895,70.0,50.0,5.44,5.5,5.14,5.39,160900.0,-1
46.6667,40.4492,45.5872,-0.5295,-0.4392,0.0903,5.4166,134.7032,80.0,60.0,5.2,5.41,5.2,5.41,125500.0,1
27.0496,41.3633,37.2957,-0.5521,-0.4817,0.0704,5.4175,-55.5556,90.0,0.0,5.13,5.24,5.09,5.19,126000.0,1
47.6312,48.1132,36.1007,-0.5697,-0.5065,0.0632,5.45,-58.4734,100.0,10.0,5.34,5.36,5.02,5.16,80800.0,-1
49.409,38.8047,35.3615,-0.5855,-0.5276,0.0578,5.4914,1.3947,0.0,20.0,5.499,5.5,5.07,5.14,102500.0,-1
47.2995,29.0985,43.5157,-0.5999,-0.545,0.0549,5.5416,144.2275,10.0,30.0,5.14,5.52,5.1,5.5,287600.0,-1
19.7056,21.8456,30.7387,-0.6136,-0.5958,0.0178,5.5476,-75.6303,0.0,0.0,5.25,5.25,5.05,5.18,333900.0,1
20.2904,26.9358,27.0245,-0.6181,-0.6195,-0.0014,5.6001,-97.177,10.0,0.0,5.27,5.27,5.05,5.1,205300.0,1
25.5407,32.7103,27.865,-0.6177,-0.6325,-0.0148,5.6715,-49.1374,20.0,10.0,5.29,5.44,5.1,5.15,418300.0,-1
34.9763,35.6045,29.5175,-0.614,-0.6451,-0.0311,5.7461,-67.7762,30.0,20.0,5.1,5.25,5.1,5.25,1609400.0,1
37.6138,33.2568,26.3737,-0.6063,-0.6619,-0.0556,5.8169,-77.2947,40.0,0.0,5.2,5.29,5.1,5.17,111500.0,-1
34.2233,28.3633,27.4767,-0.5923,-0.6656,-0.0732,5.9093,-59.2155,50.0,0.0,5.44,5.44,5.18,5.25,243700.0,-1
27.9333,25.2294,29.2669,-0.574,-0.6687,-0.0947,6.0035,-58.1081,60.0,0.0,5.18,5.62,5.08,5.38,450500.0,1
22.9333,23.744,22.2535,-0.5504,-0.6763,-0.1259,6.0926,-93.6315,70.0,0.0,5.26,5.3,5.05,5.18,110000.0,1
24.8214,21.9252,22.7612,-0.5189,-0.6557,-0.1368,6.223,-97.0083,80.0,10.0,5.23,5.42,4.99,5.23,1138800.0,-1
23.4772,18.1923,23.435,-0.4847,-0.625,-0.1403,6.3648,-94.0818,90.0,20.0,5.44,5.57,5.22,5.3,153300.0,-1
17.4772,12.8665,24.3623,-0.4496,-0.5838,-0.1342,6.517,-106.3923,100.0,30.0,5.91,5.95,4.95,5.4,708900.0,-1
13.6224,12.763,29.3849,-0.4161,-0.533,-0.1169,6.6765,-84.2437,90.0,40.0,5.7,6.2,5.65,5.88,165000.0,-1
7.5,19.6667,26.8396,-0.3869,-0.5092,-0.1223,6.7903,-137.0959,100.0,50.0,5.82,5.82,5.61,5.79,106700.0,-1
17.1667,36.2591,27.8432,-0.3563,-0.4623,-0.106,6.9332,-190.87,100.0,60.0,5.9,6.03,5.66,5.89,159900.0,-1
34.3333,56.4071,26.3562,-0.3298,-0.4059,-0.0761,7.0822,-200.9977,100.0,70.0,6.75,6.82,5.83,5.83,211100.0,-1
57.2773,72.0301,39.201,-0.3107,-0.3218,-0.0111,7.2611,-42.7419,50.0,0.0,6.95,7.08,6.5,6.89,247300.0,-1
77.6107,81.129,41.9804,-0.308,-0.3178,-0.0098,7.3141,53.9309,60.0,10.0,7.05,7.41,7.03,7.05,254800.0,-1
81.2023,76.3561,43.0166,-0.3055,-0.3243,-0.0188,7.3519,54.0262,70.0,20.0,7.44,7.5,7.0,7.1104,72300.0,-1
84.574,64.2999,50.2115,-0.3008,-0.3341,-0.0333,7.3864,62.5581,80.0,0.0,6.87,7.5,6.85,7.5,729000.0,1
63.292,47.3906,40.5667,-0.2925,-0.3814,-0.089,7.3701,8.06,90.0,0.0,6.95,7.36,6.95,7.08,132100.0,1
45.0337,34.8455,38.5253,-0.2702,-0.3935,-0.1233,7.4116,-68.5793,100.0,0.0,6.71,7.05,6.25,7.0,196200.0,1
33.8462,27.8668,35.536,-0.2394,-0.395,-0.1556,7.4704,-83.4242,70.0,0.0,6.52,6.95,6.47,6.88,82900.0,1
25.6567,24.587,30.1895,-0.2005,-0.379,-0.1785,7.5547,-98.3574,80.0,0.0,7.14,7.18,6.51,6.67,122700.0,-1
24.0975,26.2254,34.2012,-0.1559,-0.3317,-0.1758,7.6811,-110.373,90.0,0.0,6.43,7.07,6.43,7.0,153600.0,1
24.0069,26.681,23.0455,-0.1119,-0.3,-0.1881,7.7784,-152.8788,100.0,0.0,7.14,7.2,6.41,6.6,327800.0,-1
30.5718,22.5015,28.4771,-0.0649,-0.2145,-0.1496,7.9468,-120.5408,100.0,10.0,7.71,7.71,6.91,7.1,227400.0,-1
25.4643,13.2176,34.6513,-0.0275,-0.1532,-0.1257,8.0677,-120.8181,100.0,20.0,7.71,7.71,6.92,7.52,164100.0,-1
11.4683,6.9326,34.9928,0.0039,-0.1155,-0.1194,8.146,-145.0921,100.0,30.0,7.65,7.69,7.15,7.541,279200.0,1
2.7203,7.3731,37.5112,0.0338,-0.0678,-0.1015,8.2324,-119.0533,100.0,40.0,8.05,8.05,7.7,7.7,57300.0,-1
6.6092,15.4478,39.9527,0.0591,-0.0221,-0.0812,8.3085,-118.481,90.0,50.0,8.14,8.15,7.82,7.85,192500.0,-1
12.7898,30.0966,40.4263,0.0794,0.0213,-0.0582,8.374,-134.7378,100.0,60.0,7.95,8.25,7.81,7.88,398600.0,1
26.9444,47.8854,44.5451,0.094,0.0732,-0.0207,8.4445,-123.6188,90.0,70.0,8.28,8.4,8.02,8.14,31900.0,-1
50.5556,60.7833,46.5136,0.0992,0.1121,0.0129,8.488,-128.3329,0.0,80.0,8.47,8.54,8.0,8.26,234400.0,-1
66.1562,60.2477,51.8398,0.0959,0.1477,0.0518,8.5206,26.879,10.0,90.0,9.09,9.09,8.3,8.57,312400.0,-1
65.6381,55.0462,60.2528,0.083,0.1596,0.0766,8.5136,86.2438,20.0,100.0,8.66,9.2,8.25,8.99,725000.0,1
48.9489,55.9945,56.7972,0.0638,0.1296,0.0657,8.4455,90.7256,0.0,60.0,8.41,9.1,8.41,8.76,184400.0,1
50.5514,67.9824,52.7814,0.0474,0.1128,0.0654,8.4006,8.6529,0.0,70.0,8.53,8.66,8.13,8.51,91500.0,1
68.4832,78.4939,50.286,0.0311,0.1153,0.0842,8.3849,-2.3166,0.0,80.0,8.54,8.69,8.0,8.36,243400.0,1
84.9126,79.9973,58.4393,0.01,0.132,0.1219,8.3885,92.031,0.0,90.0,9.0,9.0,8.3,8.8,147300.0,-1
82.0859,73.8798,65.0639,-0.0205,0.1066,0.127,8.3297,159.2605,10.0,100.0,8.4,9.11,8.4,9.107,97700.0,1
72.9934,68.8926,59.7542,-0.0522,0.0414,0.0936,8.2187,111.5404,20.0,20.0,8.5,8.74,8.33,8.71,116200.0,1
66.56,65.0905,57.1719,-0.0756,-0.0021,0.0735,8.1485,86.3094,30.0,30.0,8.0,8.88,8.0,8.535,112300.0,1
67.1245,64.1804,52.2036,-0.094,-0.0396,0.0543,8.0933,5.1941,40.0,40.0,8.01,8.3,7.95,8.22,195200.0,1
61.5869,58.7086,48.628,-0.1076,-0.055,0.0526,8.0751,-18.3482,50.0,50.0,8.0,8.199,8.0,8.01,159700.0,1
63.8298,51.9504,53.0503,-0.1207,-0.0523,0.0684,8.0845,18.8136,60.0,60.0,7.95,8.46,7.95,8.27,514300.0,-1
50.7092,46.285,49.8958,-0.1378,-0.0747,0.0632,8.0579,11.5602,70.0,70.0,8.4,8.6,7.9,8.07,324900.0,-1
41.3121,50.7799,53.9756,-0.1536,-0.0817,0.0719,8.0562,-40.4715,0.0,80.0,7.22,8.32,7.22,8.32,86400.0,1
46.8338,65.3339,40.0298,-0.1716,-0.115,0.0566,8.0185,-132.3634,0.0,90.0,7.31,7.83,7.03,7.53,163600.0,1
64.1939,77.6029,40.1684,-0.1858,-0.0754,0.1104,8.0883,-42.1348,10.0,100.0,8.74,8.9,7.02,7.54,335400.0,-1
84.9741,84.7287,64.4993,-0.2133,-0.0247,0.1886,8.1667,93.8272,20.0,100.0,8.15,8.9,8.15,8.75,258600.0,-1
83.6407,84.5293,61.3662,-0.2605,-0.0829,0.1776,8.0833,92.9855,30.0,100.0,8.55,8.78,8.1,8.57,137500.0,-1
85.5714,85.1988,61.6382,-0.3049,-0.1376,0.1673,8.0138,103.6182,40.0,100.0,8.27,8.7,7.95,8.58,276300.0,1
84.3758,84.2021,56.4234,-0.3467,-0.2065,0.1402,7.9329,93.4959,50.0,90.0,8.11,8.37,7.85,8.28,133400.0,1
85.6492,79.2494,56.8874,-0.3818,-0.2609,0.1209,7.8833,145.0074,60.0,100.0,8.17,8.6,7.87,8.3,239400.0,-1
82.5813,65.0852,55.058,-0.412,-0.3285,0.0835,7.8238,183.7149,70.0,100.0,7.77,8.44,7.77,8.19,195600.0,1
69.5177,45.9028,51.1579,-0.4329,-0.3988,0.034,7.7715,142.6644,80.0,100.0,7.5,8.19,7.5,7.96,136700.0,1
43.1567,29.9097,48.1656,-0.4414,-0.4594,-0.018,7.7446,45.6198,90.0,0.0,7.26,8.17,6.85,7.79,1632100.0,1
25.0341,26.1534,37.8921,-0.4369,-0.5127,-0.0758,7.7381,-101.7173,100.0,10.0,7.02,7.4,6.6,7.28,397700.0,1
21.5383,27.4314,27.7894,-0.4179,-0.5213,-0.1034,7.8035,-118.6451,100.0,20.0,7.25,7.43,6.8,6.88,497900.0,1
31.8878,26.9475,32.4164,-0.392,-0.4841,-0.092,7.9355,-88.6525,90.0,30.0,7.23,7.4,7.17,7.27,320600.0,-1
28.8683,19.6794,34.399,-0.369,-0.4691,-0.1001,8.0305,-71.8794,100.0,40.0,7.81,8.04,7.06,7.42,275300.0,-1
20.0866,13.708,35.4394,-0.344,-0.4586,-0.1145,8.1177,-90.1403,80.0,50.0,7.45,7.67,7.31,7.5,291400.0,1
10.0835,10.3,35.6945,-0.3154,-0.4465,-0.1312,8.206,-107.0703,90.0,60.0,7.43,7.85,7.19,7.521,320500.0,-1
10.9538,11.3152,34.4614,-0.2826,-0.4268,-0.1442,8.3039,-149.0454,100.0,70.0,7.61,7.729,7.14,7.46,195000.0,-1
9.8627,16.9147,37.5415,-0.2465,-0.3892,-0.1427,8.4244,-119.613,80.0,80.0,7.81,7.88,7.6,7.75,273400.0,-1
13.129,27.1301,39.7465,-0.2109,-0.3651,-0.1543,8.5207,-95.0514,90.0,0.0,7.75,8.1,7.75,7.95,251600.0,-1
27.7525,36.791,36.2056,-0.1723,-0.3494,-0.1771,8.6023,13.0641,100.0,10.0,7.95,10.22,7.55,7.74,1519000.0,1
40.5087,36.764,38.5349,-0.128,-0.3029,-0.1749,8.7255,-24.7918,40.0,20.0,9.5,9.5,7.61,7.98,385500.0,-1
42.1119,29.9675,49.3743,-0.0843,-0.2635,-0.1792,8.832,22.8574,50.0,30.0,8.12,9.75,7.9,8.89,194200.0,1
27.6715,22.0328,37.1313,-0.0395,-0.3021,-0.2626,8.8237,-61.9413,60.0,40.0,8.0,8.31,7.85,8.19,142000.0,1
20.119,18.6106,33.1841,0.0262,-0.2757,-0.3019,8.9142,-89.72,70.0,50.0,8.28,8.28,7.66,8.0,180300.0,-1
18.3081,21.6923,33.2831,0.1016,-0.2187,-0.3203,9.0448,-106.0146,80.0,0.0,8.39,8.39,7.67,8.01,223700.0,-1
17.4048,30.4241,35.072,0.1817,-0.1437,-0.3254,9.1926,-97.7011,90.0,0.0,8.19,8.9,7.91,8.2,284900.0,1
29.3639,43.6961,32.3147,0.263,-0.0652,-0.3282,9.3344,-158.458,100.0,10.0,8.19,8.72,7.6,8.04,434300.0,1
44.5035,51.9289,33.5989,0.3451,0.0522,-0.2929,9.5193,-176.2474,100.0,20.0,9.1,9.41,7.9,8.2,198400.0,-1
57.2209,52.5529,45.2242,0.4183,0.1849,-0.2334,9.7078,-33.9302,60.0,0.0,9.16,10.24,9.15,9.35,196600.0,-1
54.0623,44.2264,45.8449,0.4767,0.2346,-0.2421,9.7589,-59.7919,70.0,10.0,9.35,9.83,9.18,9.4,140500.0,-1
46.3754,32.4981,45.8449,0.5372,0.2895,-0.2477,9.8102,-64.609,80.0,0.0,9.5,10.0,9.24,9.4,104800.0,-1
32.2416,24.5584,46.8875,0.5991,0.3554,-0.2437,9.8688,-71.1947,90.0,0.0,9.25,10.2,9.2,9.5,483400.0,1
18.8773,24.2027,43.5362,0.6601,0.4241,-0.236,9.9215,-200.937,100.0,0.0,9.2,9.35,8.09,9.21,300000.0,1
22.5563,30.5989,44.8537,0.7191,0.5352,-0.1839,10.0231,-156.1408,100.0,0.0,10.0,10.13,9.21,9.36,147300.0,-1
31.1746,34.5955,50.7512,0.765,0.6539,-0.1111,10.1179,-92.332,40.0,10.0,10.55,10.66,9.85,10.0,465100.0,-1
38.0659,37.4944,58.247,0.7928,0.7307,-0.0621,10.1347,-34.2088,0.0,20.0,10.18,10.96,9.9,10.696,833100.0,-1
34.5461,38.0247,53.6825,0.8083,0.7473,-0.061,10.0545,-65.5489,0.0,30.0,10.01,10.5,9.88,10.18,389000.0,1
39.8713,41.2359,53.5052,0.8236,0.8101,-0.0135,10.0366,-30.2971,10.0,40.0,10.12,10.75,10.1,10.16,218600.0,-1
39.6566,46.0103,56.3187,0.827,0.8806,0.0536,10.019,27.2978,20.0,50.0,10.59,11.51,10.25,10.45,189600.0,-1
44.1797,55.9323,61.5412,0.8135,0.9282,0.1146,9.9574,32.6154,0.0,60.0,10.4,11.1,10.0,10.97,314100.0,-1
54.1944,68.734,56.7518,0.7849,0.9224,0.1375,9.8128,29.48,0.0,70.0,11.0,11.78,9.34,10.28,1047100.0,1
69.4226,79.195,64.2681,0.7505,0.972,0.2215,9.746,93.6466,10.0,80.0,12.1,12.1,10.68,11.0,533600.0,-1
82.585,85.8277,73.3792,0.6951,0.9478,0.2526,9.5669,142.0481,0.0,90.0,11.81,12.15,11.15,11.75,1029200.0,-1
85.5773,85.7136,72.2461,0.632,0.8267,0.1947,9.255,150.4054,10.0,100.0,10.43,12.574,9.8,11.51,1059700.0,1
89.3208,84.7852,65.9392,0.5833,0.6846,0.1013,8.9328,106.9173,20.0,100.0,10.0,10.51,9.51,10.35,390600.0,1
82.2426,83.9893,63.2852,0.558,0.6114,0.0534,8.7304,113.9983,30.0,90.0,9.63,10.18,9.22,9.94,102200.0,1
82.7921,79.7403,62.5158,0.5446,0.5508,0.0061,8.5576,96.3106,40.0,100.0,9.3,10.27,8.36,9.82,591200.0,1
86.9331,67.1521,56.9704,0.5431,0.4776,-0.0655,8.3773,60.7089,50.0,20.0,9.7,9.78,8.5,9.0,259100.0,1
69.4957,46.2868,61.4613,0.5595,0.4608,-0.0987,8.2883,83.5588,60.0,0.0,8.75,9.7,8.75,9.45,798900.0,1
45.0274,29.7085,56.6806,0.5841,0.3868,-0.1973,8.1223,-12.3127,70.0,0.0,7.15,8.78,7.15,8.75,262900.0,1
24.3371,20.6892,44.794,0.6335,0.358,-0.2754,8.0327,-90.313,80.0,10.0,7.27,7.65,7.06,7.4,218700.0,1
19.761,20.412,45.0412,0.7023,0.4535,-0.2488,8.123,-89.5062,90.0,20.0,8.0,8.16,7.42,7.43,275400.0,-1
17.9696,29.2898,49.6434,0.7645,0.5658,-0.1988,8.2221,-120.3825,100.0,30.0,7.3,8.0,6.9,7.99,496100.0,1
23.5055,43.3989,44.1395,0.8142,0.6438,-0.1704,8.2552,-150.4237,0.0,40.0,7.54,7.82,7.25,7.39,587200.0,1
46.3944,53.7244,46.1839,0.8568,0.7951,-0.0618,8.3788,-78.2583,10.0,50.0,9.25,9.53,7.29,7.66,905600.0,-1
60.2969,57.4921,61.209,0.8723,0.9491,0.0769,8.4815,82.6846,0.0,60.0,9.76,9.9,9.25,9.25,190200.0,-1
54.4819,58.343,67.4164,0.853,0.9701,0.117,8.3717,106.0772,10.0,70.0,9.2,9.82,9.09,9.75,322400.0,1
57.6975,66.4944,63.9263,0.8238,0.9318,0.108,8.1748,51.5488,20.0,80.0,8.7,9.4,7.99,9.22,297000.0,1
62.8495,68.8439,59.9973,0.7968,0.9233,0.1265,8.0255,100.3527,30.0,90.0,10.0,10.3,8.53,8.68,323500.0,-1
78.9362,65.2345,76.1761,0.7652,0.954,0.1888,7.932,193.2595,40.0,100.0,8.99,10.37,8.36,9.85,462400.0,-1
64.746,51.2036,70.0194,0.718,0.8602,0.1423,7.658,133.9159,50.0,100.0,8.55,9.59,8.05,8.86,558500.0,1
52.0213,40.5047,69.5908,0.6824,0.8288,0.1464,7.4863,131.1001,60.0,30.0,7.93,9.12,7.87,8.8,629500.0,1
36.8433,33.1475,62.8116,0.6458,0.7828,0.137,7.2986,0.706,70.0,40.0,7.75,8.25,7.75,7.95,201900.0,1
32.6496,32.3602,61.0655,0.6115,0.7992,0.1877,7.2055,-47.4391,0.0,50.0,7.93,8.25,7.2,7.76,488300.0,1
29.9495,32.7901,64.6609,0.5646,0.8279,0.2633,7.1263,9.5035,0.0,60.0,7.95,8.15,7.6,8.01,168400.0,-1
34.4815,41.2568,62.9324,0.4988,0.827,0.3282,7.0001,-15.5502,0.0,70.0,7.65,8.01,7.15,7.79,218300.0,1
33.9394,51.0625,62.3294,0.4168,0.8362,0.4195,6.8872,45.5635,0.0,80.0,8.51,9.1,7.2,7.71,305400.0,-1
55.3497,67.6962,70.4524,0.3119,0.844,0.5321,6.7697,67.0044,0.0,90.0,7.8,8.75,7.28,8.34,592100.0,1
63.8985,76.635,67.0816,0.1789,0.7774,0.5986,6.5454,77.2793,0.0,100.0,9.17,9.4,7.3,7.79,394100.0,-1
83.8404,82.9173,86.4466,0.0292,0.7372,0.708,6.3676,123.6957,0.0,100.0,7.99,9.35,7.86,8.99,345000.0,-1
82.1662,82.0823,81.5815,-0.1478,0.553,0.7007,5.9929,87.1359,10.0,100.0,8.25,8.25,7.3,7.77,1176100.0,1
82.7454,83.1772,82.0159,-0.323,0.434,0.7569,5.7391,98.8774,0.0,100.0,7.43,8.18,7.2,7.79,916600.0,1
